accepted,accuracy_accepted,cal_auprc,cal_auroc,cal_brier,cal_ece,cal_n_labeled,ci_high,ci_low,coverage,dataset,mean_cost,method,n,n_test,raw_accuracy,risk_accepted,seed,threshold
0.0,,0.7040367430176215,0.513739224137931,0.2765287179769153,0.2171465278531723,90.0,,,0.0,gpt-5_5_mtbench_human,0.0,logistic_fusion,90.0,90,0.6444444444444445,,0,1.01
0.0,,0.7037887882716046,0.5837823275862069,0.2483666666666665,0.15288888888888882,90.0,,,0.0,gpt-5_5_mtbench_human,0.0,best_single_signal,90.0,90,0.6444444444444445,,0,1.01
0.0,,0.6957613465508707,0.515625,0.3493827160493827,0.35185185185185186,90.0,,,0.0,gpt-5_5_mtbench_human,0.0,max_signal,90.0,90,0.6444444444444445,,0,1.01
0.0,,0.6772964311452593,0.49353448275862066,0.3407407407407407,0.31111111111111106,90.0,,,0.0,gpt-5_5_mtbench_human,0.0,rubric_only,90.0,90,0.6444444444444445,,0,1.01
0.0,,0.6981152102034007,0.5264008620689655,0.36666666666666664,0.3666666666666667,90.0,,,0.0,gpt-5_5_mtbench_human,0.0,swap_only,90.0,90,0.6444444444444445,,0,1.01
0.0,,0.7172867640791701,0.5625,0.32222222222222224,0.33333333333333337,90.0,,,0.0,gpt-5_5_mtbench_human,0.0,self_only,90.0,90,0.6444444444444445,,0,1.01
90.0,0.6444444444444445,0.6832310708545032,0.5,0.25,0.1444444444444445,90.0,0.7444444444444445,0.5555555555555556,1.0,gpt-5_5_mtbench_human,0.0,raw,90.0,90,0.6444444444444445,0.3555555555555555,0,0.0
0.0,,0.7788250049357773,0.5784832451499118,0.22550885134414705,0.08380277413507572,90.0,,,0.0,gpt-5_5_mtbench_human,0.0,logistic_fusion,90.0,90,0.7,,1,1.01
0.0,,0.717039679547403,0.4894179894179894,0.34444444444444444,0.34444444444444444,90.0,,,0.0,gpt-5_5_mtbench_human,0.0,best_single_signal,90.0,90,0.7,,1,1.01
0.0,,0.7408198417255843,0.5,0.3,0.30000000000000004,90.0,,,0.0,gpt-5_5_mtbench_human,0.0,max_signal,90.0,90,0.7,,1,1.01
0.0,,0.7306791543038735,0.5158730158730159,0.28765432098765426,0.2703703703703704,90.0,,,0.0,gpt-5_5_mtbench_human,0.0,rubric_only,90.0,90,0.7,,1,1.01
0.0,,0.717039679547403,0.4894179894179894,0.34444444444444444,0.34444444444444444,90.0,,,0.0,gpt-5_5_mtbench_human,0.0,swap_only,90.0,90,0.7,,1,1.01
0.0,,0.7281282726531529,0.48677248677248675,0.30277777777777776,0.3055555555555556,90.0,,,0.0,gpt-5_5_mtbench_human,0.0,self_only,90.0,90,0.7,,1,1.01
90.0,0.7,0.7408198417255843,0.5,0.25,0.19999999999999996,90.0,0.7888888888888889,0.6,1.0,gpt-5_5_mtbench_human,0.0,raw,90.0,90,0.7,0.30000000000000004,1,0.0
0.0,,0.7120883984875974,0.5866593767085839,0.23525243264742146,0.13838123419001652,90.0,,,0.0,gpt-5_5_mtbench_human,0.0,logistic_fusion,90.0,90,0.6555555555555556,,2,1.01
